Is Daylight,Distance to Solar Noon,Average Temperature (Day),Average Wind Direction (Day),Sky Cover,Relative Humidity,Average Wind Speed (Period),Average Barometric Pressure (Period),Power Generated,day_of_year_sin,day_of_year_cos,hour_sin,hour_cos
0,0.49225367812020776,58,29,2,83,16.877534175559312,30.016702006800557,272,0.8808551236821608,0.9107952976219781,-0.9351579188314953,0.25259217250493143
1,0.050692207261349986,53,13,3,82,3.217124000584326,29.904662399662012,36580,-0.9115711934130432,1.0,-0.2659272100381201,-0.933281931746505
0,0.8352438317407666,52,27,0,79,16.235905377307173,30.079307221124004,0,-0.3520556578466348,-0.8307836523553374,0.22644526822356742,0.8143979369200295
0,0.38868858537524775,58,14,4,87,8.961944769014424,29.894528401083868,551,-0.99999073973619,1.0,0.8493288053261469,0.544537729284294
0,0.8712395523021287,56,30,0,79,13.391652298044068,30.14944596349818,224,0.5965438574303958,0.02624694274555428,0.8682226637878455,0.9031309672823845
1,0.5443991800791649,50,27,3,74,0.4137102656893969,30.159175079587033,425,-0.8664338884461347,0.4838561463059606,-0.9065974716419145,-0.4602827851388558
0,1.0524244785044532,64,29,2,76,0.0,29.851276592856426,305,0.6189284899085135,0.47526170449197064,-0.9659258262890684,0.9659258262890684
1,0.050400916,65,22,4,80,24.13668082126831,29.963150286488663,23741,-0.99999073973619,-0.62779041271561,-0.2247193672879951,-0.4975584809509732
1,0.189018711061386,57,14,1,76,7.053753135485352,29.788160178403867,36580,0.014719796525132334,0.11760837400669931,-0.28142612472139455,-0.9141452315372923
0,0.6453718344330299,62,27,4,81,4.98210906562033,30.061722290788495,234,0.47859770497762855,0.9302305563216267,0.8154943451824551,-0.2800389276191439
0,1.0228846646241747,63,32,3,66,5.95430496672273,29.984903159165988,165,0.8634673501707478,-0.8533090742152851,-0.48815490745969053,0.8812944083491938
0,0.6699926952056658,62,29,1,82,2.7641336354170076,29.890383743395116,450,-0.10611862608098706,-0.8764717180594723,-0.5119447158318818,0.9232052309190364
1,0.5765248980306088,59,29,3,77,6.507347888022914,29.991843323074107,17229,0.3556236899837679,-0.7894056334085788,-0.48673031802321276,-0.9490505121793734
0,0.797286931246921,56,33,0,66,5.550783995248064,29.84829702388749,196,0.2978455157059993,-0.3281613539915894,0.9585054516781741,0.49380306322679535
1,0.5569715951836642,51,27,2,86,32.75342041954133,30.051837116685135,229,0.005617438331685903,0.7657870149904429,-0.9159197425054233,-0.2530592243132122
1,0.07417762967019532,60,4,4,66,0.0,29.90781218959942,18909,-0.9309168391682352,0.5451731965880972,-0.9204995263053581,-0.8755200598104693
1,0.3203451767516636,55,23,4,55,0.07220485932460746,29.895689068927727,7542,0.872595263698522,-0.2779064365208447,-0.9396972342216462,-0.2228952113624253
1,0.17637707727800275,55,30,0,76,5.212123238363821,30.056345218805728,31700,-0.9535299828641873,-0.8540533133869236,0.5225557284013906,-0.4760904760011688
1,0.36567879304089734,48,26,4,81,10.059403609660372,29.988163591721584,3256,0.99999073973619,0.9091458873791215,0.9659258262890684,-0.5140347432817637
1,0.7168729037163598,69,4,4,84,20.02336547157136,30.01728716042996,18369,0.2036807391015613,-0.869984740729089,-0.2824216456557249,-0.9265591802721065
0,1.110911595574758,62,28,2,68,17.494580901104936,30.2028417635203,183,0.8499011526515623,0.49547008421711974,-0.5487318119881037,0.5162418208055456
1,0.13202197867721724,49,28,1,22,5.696009238216014,29.90569402677695,30178,-0.9098564452439892,-0.35432094507860373,-0.29055567506135294,-0.8972695365114998
0,1.141361257,48,29,2,82,15.139945956139906,29.84479282290338,0,0.06167122320870429,-0.9975185797629739,0.2747532823790155,0.5518340019809239
0,0.8291173811958015,64,26,0,70,19.982229185356342,29.958244036775298,48,-0.9490116561829428,0.24941353715118003,0.24240474838431283,0.4965114375202647
0,0.7667452290804634,57,30,0,88,18.066917377363378,29.914383845601826,108,-0.4145920309262329,-0.9126733809315519,0.23387965327421492,0.5073755671946942
0,0.4388792795114615,58,10,4,89,4.649585413012115,30.21081038776405,4,0.9348948317120824,-0.10609718174148806,0.8433620534104992,0.47110555535161486
1,0.4672573774741893,60,22,4,71,0.24913925784044014,29.817544494198632,1864,0.48515300628970087,-0.8347292242324558,-0.22552174162544247,0.5248883127171615
0,0.7982841186685914,78,30,0,58,13.599142404314145,30.13286098943728,204,0.8755673983034115,0.38326592188073016,-0.5442039231619755,0.2770536435782918
0,0.7787722391003172,68,29,1,52,7.085262273507851,29.8347036283083,61,-0.9529174013249524,-0.3906547228353213,-0.5137861673465189,0.8827857082079639
0,0.8710494330739822,50,28,4,87,0.0,29.680082670263815,110,0.4468215764852361,0.9448699014216669,0.8115290137985434,0.4917269968168626
1,0.4775938777775671,72,5,4,84,5.904800045364966,30.001230676396005,2750,-0.2859435171463143,-0.48621270704322817,0.9169987542090753,0.2539155649164831
1,0.0644890994659297,69,28,1,49,10.068193550086685,29.89325698113695,18034,-0.17588106270737525,-0.9023924052478738,0.9214100231701872,-0.9261805298687753
0,0.812217523020436,66,31,0,68,0.2554371496716859,29.90810520657869,0,0.995380011069142,-0.5959345892064412,0.8340294506878194,0.47765449027862583
0,1.141361257,64,29,3,76,18.64114852061333,30.319517096960194,0,0.5255130505911217,0.469879651479246,0.2610530320952451,0.921717885828537
1,0.09306912590957137,78,29,1,71,5.698284493328577,29.75773988448954,3510,-0.3555335204950739,-0.7415688217981367,0.427043927692496,-0.5272679536083121
1,0.41549912142895973,64,25,1,59,10.158452127723848,29.89862232495732,20622,0.7879461974455549,-0.8367319285185087,-0.8734280112974014,-0.8716004594588491
0,0.8531066986384948,58,31,0,51,4.968737850454141,30.005853400052022,87,-0.99999073973619,-0.183583657147263,-0.5162360036722712,0.4904948833517537
1,0.13532000152589335,53,27,3,65,23.30415373044336,29.89324074518931,3184,0.882425038750978,-0.3249027306097244,-0.2933760756732204,-0.9258715424154992
1,0.0977261950172314,61,5,3,79,10.445187589161739,30.06933420669781,34763,-0.9952604297430874,1.0,0.4891159479708723,-0.9146733459143793
1,0.7344734467968729,63,27,3,81,19.549924618535115,29.9873860803873,9202,0.5455166363077639,0.6061274338405962,-0.9151807915212216,0.3029545061966761
0,0.7716203030802672,54,13,4,83,9.566759056728388,30.160955492433157,14,-0.7306736476371566,1.0,-0.9525696914463808,0.4810136492234103
1,0.4467257323141889,57,28,2,80,22.850499893272687,29.902622509918796,391,0.1917246373984667,-0.88928192422791,-0.8919623913806444,-0.49238713510281096
1,0.050400916,58,28,0,42,5.957467207153316,29.81284310947158,35981,0.8440001683389355,0.12760538255708487,0.43405814556857075,-0.9192715601451947
1,1.0245410156581336,55,30,3,82,21.437176199334445,30.082030039166103,368,0.9414684215654251,-0.44704506070467903,0.8820988655871091,-0.4769349568657551
0,0.9738351275370591,49,26,4,53,7.726958933078799,30.022474970803,338,0.11496122296491351,1.0,0.9246214533145474,0.5426033536193237
0,1.1335180624846946,63,29,1,61,8.705545519984808,30.189176480329653,434,0.6416464805649607,-0.8712396977955934,0.2138512187264308,0.9659258262890684
1,0.5344510269315602,64,29,3,80,5.199312654216009,30.05572584671021,2967,-0.9770675207283154,0.1584054955614264,0.9465022542506856,-0.47725758017639824
0,0.9510832985504496,50,27,4,85,0.1615038654173857,30.006328756965264,0,0.7880550320324279,0.1714740342664839,0.9046549769866559,-0.24608372020183933
1,0.07353470902230763,67,27,1,66,9.463437440235708,30.12779264466237,34664,-0.9011774012697623,0.7066245069732925,0.5145093652335162,-0.8849357817010317
0,0.6913760646548696,58,30,0,57,9.43463135207853,29.92231176999871,334,-0.44146311994799253,0.031215798359055774,0.245240094442463,0.8777896910422801
1,0.3552501940550975,67,29,1,50,14.778050100129583,29.85786409109753,36580,-0.9655342193453587,1.0,-0.9460293183251247,0.2276886318243317
1,0.3926975908140047,74,29,1,60,5.990903363227818,29.85859546203296,34688,-0.9741869714623616,0.3381448606345485,-0.2264899332828915,-0.8856150647850667
1,0.29236296999390415,56,20,4,72,0.6832344370755905,29.863844508381607,143,-0.46730394678157283,-0.9370313316299846,0.9268587628044124,-0.5083226809579023
1,0.1175987079186741,49,19,1,79,5.934230529506377,29.70514648817505,35465,0.529864182247278,-0.4731403105870108,-0.253175529915912,-0.9659258262890684
0,1.090414846207584,64,27,0,87,3.525132273335694,29.961165535911345,43,0.052623762930520075,0.5430372223921734,-0.46853192901067675,0.9352898623226156
1,0.4754462693162935,54,28,1,25,2.483307565617195,29.908690570812972,33198,0.35231449842443807,0.8870771442290667,-0.9659258262890684,0.2531783713156842
1,0.10383396646846482,72,28,1,53,10.979880681278889,30.029268578045485,30685,0.3492192267934674,-0.14047356513007314,-0.2514519883888507,-0.8839518526668598
1,0.45677294013255526,55,29,2,63,0.08865776925132869,29.829959231957872,88,-0.50751718898765,0.822544137178894,-0.9434406802333528,-0.516808201708613
1,0.33060095766930614,55,31,1,32,8.480095613862368,29.950158207251462,31891,-0.9151796858261162,-0.10908891493239171,0.8755469422846313,-0.24655127987139852
1,0.6668029799470199,64,28,4,87,6.9648172086915405,30.018173767258194,335,-0.43370936455100595,-0.3365988786801967,0.8510744716276224,-0.19296270305119498
0,0.5745018115772679,65,27,3,79,20.877156957203596,29.894069310376214,0,-0.1190946353766354,-0.00671009338741747,-0.9648328499042587,0.9191064229632826
0,0.8652290659501054,50,29,2,93,4.8288861827554435,29.96539632614686,120,0.6228118297502544,-0.632898299724227,0.2528784007903965,0.88939315848307
1,0.11116144962743683,59,27,3,83,20.311407796008638,30.09034557811622,29263,0.7357783984084029,0.9658734738171859,-0.2487345928045492,-0.9590588340615032
1,0.43345502067287006,61,26,0,51,6.701922579913129,29.93380764849503,19353,0.33250901552466033,0.9778872841049784,-0.23521646300663007,-0.8543088530741343
1,0.4112131972147498,67,25,2,77,23.631076159372846,29.91677737677664,93,-0.9924179722163913,0.8385848148684,-0.9570230795347475,0.2957778002209093
1,0.8001894184359148,60,23,3,82,5.100697410016551,29.87199244968872,382,-0.18845805231425772,0.83677647458331,-0.9659258262890684,0.28183612161861027
1,0.07369577225223245,65,29,1,81,7.0846827959631025,30.012403516804536,30590,-0.8668901776354834,-0.8519815605211981,0.4810003291388314,-0.8735845430500963
1,0.0880951751083074,67,29,1,71,0.22176472927052449,29.858334238199532,34824,-0.8024492626668275,0.21315987545374598,-0.291297591379637,-0.9220525143411245
1,0.13389120367028606,64,15,1,28,5.360579448330935,29.872854216133444,35699,0.8928552463439434,-0.780090876883981,-0.26548178376373643,-0.8444197495932605
1,0.050400916,57,28,4,56,5.924757305461512,30.002002787828197,35729,0.8397975200688786,-0.42152793787248954,-0.27343418456414154,-0.8871857032405343
0,0.9592834749244266,63,27,2,48,20.56497571630659,29.990512402867974,266,-0.5751604330883627,0.2747398471695082,0.23981111481404005,0.8780641508825272
0,0.7948694624132644,63,26,2,67,20.526355831332186,29.904514029173438,0,0.4365430824930471,-0.9131155108409794,-0.5443174862409783,0.9659258262890684
0,0.9105099074500411,52,27,4,89,0.017243257000599924,30.25260410246898,454,-0.34368796661685985,1.0,0.8793907514019254,0.5202313685916525
1,0.09223093131534044,57,29,0,33,6.306516003397073,29.832632476439244,34383,-0.862824008556442,0.9086384393031887,-0.23210573017724168,-0.8228401803757253
0,1.1048363454071832,62,28,3,84,4.825931706901958,29.757482336146936,124,0.4877358009303191,-0.7071052404907571,0.853943444630919,0.9346801627574614
0,1.0852758825657753,78,29,0,65,5.416373948926124,30.112948193318815,0,-0.5721052340886151,-0.5124042146347374,0.8460888205069859,0.8820093019090637
1,0.44668562736225914,55,9,0,66,7.076058546163804,29.917154979978864,31355,0.6054890350866253,0.6438159457113485,0.5170945570062093,-0.9120870602709095
1,0.3865253007839287,57,28,2,65,7.997764950413452,29.90254224811079,19084,-0.99999073973619,0.977861172607366,-0.9316822449960623,-0.4774041407855616
0,0.8488200775764126,70,27,1,57,14.81570426313427,29.88958203712588,262,0.8171750716418881,-0.24231076660961615,0.20755704882204878,0.9270810527464254
1,0.12048323913036366,65,29,4,62,19.70930296217476,29.949228491371432,19554,0.2625171439497659,0.6700217878738347,-0.8774308281749854,-0.47247116724921456
1,0.050400916,53,31,3,80,23.64869721469802,30.133619313322555,33310,0.7908987020413221,1.0,-0.24770210086480596,-0.8820664018345858
1,0.30557466076998074,56,28,2,86,9.349272018661013,29.763465558562316,2297,0.011617184458803526,0.9129771259179736,-0.8399878491918734,-0.4481619423926778
1,0.12012825783578743,54,28,4,79,3.2595553976361376,29.87517834728789,20163,-0.6005192620093932,1.0,-0.2613219999021034,-0.89799763333654
0,1.141361257,65,3,0,86,6.986734309843318,30.061770395593307,0,0.7074319693606468,0.5480771399836584,0.8952890377714868,0.513496635302673
0,0.7199716228112408,72,17,2,62,9.446065042712219,29.890015375586085,350,0.9437546429374886,-0.8685413137161976,-0.5168237774291484,0.8948360287023808
0,0.7687999587243969,67,28,1,84,18.616512542842884,30.116427802137377,0,0.6335843284966706,-0.3942328319094174,-0.5391068002788958,0.9466005387663786
0,0.7125867154710487,56,26,0,78,15.060323703508933,30.096774720318045,0,0.5398487709279334,-0.9502610609317227,-0.5302111992688969,0.868743693323026
1,0.3601271515437023,63,27,2,74,5.961941290402255,30.071550311551427,9749,-0.9984323808143633,-0.359519750716649,-0.9646566300675834,0.29261545508778714
0,0.8832576887757164,54,27,3,79,15.302674831522502,30.04478979814757,349,-0.5115323257838271,1.0,0.208147312791989,0.8815950118873304
1,0.5512567497990222,73,7,2,45,16.0832294511718,29.81913059405078,8065,0.04509977104626739,0.1241065649177514,-0.959630577471173,-0.48719512912127466
0,1.1343512456597533,53,30,3,59,6.196277174794465,29.93081990647212,0,0.9012672127249345,0.6172032287742788,0.20636483397378533,0.9525583626296662
0,0.8289589836908469,55,31,2,85,2.8071536635830743,30.02282752189169,159,0.038120171425315805,0.08754567467044735,0.9047196613862503,0.9393255149853924
1,0.33930037164654897,55,7,3,85,6.222549570179191,30.06137365850427,30554,0.8573329403303862,-0.15150402718752834,0.961545107836642,-0.25070486263820885
1,0.12255165646667987,69,30,1,23,16.245326047282248,29.78615118715666,10848,-0.49799967778635335,-0.6579550093586022,-0.24815294478299066,-0.489725802436497
1,0.16229371965120443,51,29,3,80,20.044047345508073,30.37251179912412,15989,-0.19341128772007177,0.8694736410162889,0.9519192764870764,-0.23419191055646107
1,0.07472581398733671,51,7,3,84,0.0,29.987070291057645,24198,0.9420490365211696,0.6378164218261501,-0.24727691465428828,-0.4882135496862312
1,0.6914910720323626,45,15,3,75,4.192413281354012,30.27983885713797,69,-0.16261181419762988,1.0,0.9454152419273519,-0.2434573481260436
0,1.0549832971909292,51,32,3,78,20.253005810879873,29.787742538256296,142,-0.4256886858875959,0.9771759959325556,-0.5270104525031796,0.890171959295448
0,1.0260514120112882,65,20,4,62,4.478563597832948,30.176180017483006,73,0.02550842112996056,-0.8083110279200041,-0.5384045976816431,0.8890072361958852
1,0.22188456183456853,58,29,1,87,6.908242098865888,29.835576833315148,27212,0.8360416566227442,-0.9307997610445492,-0.2620443471302693,-0.8167155549767813
0,0.6188494197468941,66,29,1,60,14.798897630584927,29.841188729324795,153,0.9282264841695197,0.12258341130231287,-0.5132005094457068,0.9554356037541829
1,0.6747889964853973,57,14,3,82,7.421584827984754,29.946898659462146,81,-0.20519524784250265,1.0,-0.8491767432526048,-0.23351501882393264
1,0.3288967193760325,75,28,1,57,6.697371311706046,29.68523934088247,7030,0.3266671920275266,1.0,-0.9659258262890684,-0.47575040319999573
1,0.377344226487223,78,30,1,44,10.316293609986982,29.768338942209475,36580,-0.8118001151634368,-0.5306035524130788,-0.912647244384389,-0.2383718625538574
1,0.33670427210659926,57,28,1,46,22.14459188171283,30.153153297385767,169,-0.04269144363041216,1.0,-0.9614640459095152,-0.922204392486036
0,0.6621278589327055,66,28,2,82,18.340270317139947,29.982809239838694,6704,-0.9522405284327686,-0.5975082413691104,-0.9451449177872666,0.2348692502632213
0,0.7627097091274263,51,29,0,68,19.931223814607037,30.079097255104582,63,0.7146379416003062,0.8401583849999219,-0.546087690449377,0.9252441101577944
1,0.6252218198746193,58,29,1,62,15.838772058514245,29.65911359556938,5320,-0.8098043273424038,-0.6642253698147922,-0.2900572072564781,-0.5082173957538494
1,0.3915036794555724,53,27,4,90,0.0,30.186544340441333,2449,0.9238709544802688,1.0,0.8661902256364735,0.49878126982702653
1,0.979660704496109,49,31,3,78,0.0,30.12536320308657,644,0.8830334556159386,0.5322117455676835,-0.9143441996413558,-0.25199525500412917
0,0.9912017964180903,57,28,3,78,5.283844731469303,29.90299692581749,152,-0.7731498471215796,0.2802372241984256,0.21618446070294775,0.8992272891509034
1,0.20687873548148533,49,22,4,81,0.004446057577671057,29.96002494352274,7840,0.8796519000918976,0.9718937205813314,0.9659258262890684,-0.2312535852414223
0,0.7907577956385837,53,27,1,75,13.27664090005531,29.575826569974918,351,0.2184404737497953,0.7250317489304934,0.2160196659076728,0.5354086869567185
1,0.5228522228819695,67,27,2,67,9.746164031978124,29.875610598705645,3148,0.8489036980872928,0.2717545688244935,-0.9659258262890684,-0.23757242288358726
1,0.4549583126877895,71,30,1,48,17.08992328279564,29.879900129798926,3772,-0.8580442311427359,-0.5764830179162791,-0.8562332718813334,0.2892244526542804
0,1.1155503982812192,43,28,2,85,4.877196645137014,29.91844568505017,152,-0.38043451341999746,0.5248814760212898,-0.500772837017737,0.9659258262890684
0,1.078594976539578,54,22,2,72,4.87384278169964,29.86599668141729,183,0.9505066972011731,0.7956399364131642,0.2308528190996247,0.9229469448220347
0,1.0153294324593793,48,27,3,70,2.9347739183062655,30.307469662363797,538,0.923989074788494,1.0,0.25844967857548584,0.9659258262890684
1,0.3637356816191899,64,29,1,66,8.081356556316733,29.722256206141235,474,-0.38126133151813235,-0.9190588004922011,-0.8870227402271366,-0.4809202488817401
0,0.9906388400946913,62,30,2,77,0.0,30.02471111546765,213,0.9042971558890956,0.9548913163932354,0.22502491459788582,0.9153615294759362
0,0.8607013223313417,47,27,2,80,17.616111566200836,30.10242360921109,69,0.8964941629201757,0.8158345467493366,-0.5431074053670484,0.9577791544606845
1,0.07017577521233022,50,16,1,73,5.566171683595952,29.90303635287111,36580,-0.9227327770454211,0.9897041404033359,-0.27750617291851265,-0.9027769718253796
0,1.037401043670226,61,30,1,85,7.873091988266044,29.79144557650225,168,0.5269451112484587,0.6476842386729185,0.238998339618148,0.9373513875452221
1,0.5285540614766808,60,29,2,14,26.171716577858266,29.601421181304932,3193,-0.11260400989389063,-0.5513332388957041,-0.9459571626676446,0.30873394414872235
0,1.1352071007166027,63,27,1,55,0.0,29.804355406584264,38,0.6977173917182887,1.0,0.22295105627794584,0.9168319998719889
1,0.35996893964936105,63,29,2,58,19.254630929448176,29.898265078606805,259,-0.05487301142679896,-0.7797108837438931,-0.9313960498902979,0.2752568853750309
1,0.30075213895149605,64,31,1,60,8.756288521777202,29.83993903927504,716,0.8590711529188947,0.2877369745784993,0.8795171858370724,0.5297210559491796
0,0.7663018680177284,61,28,4,94,5.3322770222235985,30.20386925439107,0,0.99999073973619,1.0,0.8525894502635437,0.5069724786170308
0,0.6922182094008177,52,27,2,87,16.992203928312012,29.873995852175728,0,-0.8782449788196878,-0.21886849801190877,0.26827431382251987,0.49167475232596214
1,0.1586575012895685,59,17,1,82,5.765132059089371,30.002087347769447,22410,-0.99999073973619,-0.48778911193256697,-0.29502552386845343,-0.8288709485711689
0,1.009061134136221,53,22,0,87,17.638836331599684,30.069673281659835,199,0.7468355984268065,0.087528846102903,-0.516667909365685,0.9586084634395142
0,0.9084146399037705,50,30,2,82,5.965489843227972,30.123909627004906,0,-0.9331985603214165,0.9524578385926021,-0.5359256558610193,0.49614738458837065
0,1.0675979661423536,58,31,0,66,15.465515919423815,29.930418840429294,169,0.07487566611019794,0.2755401753208207,-0.5078148958588502,0.8892701839521043
1,0.49235402199641415,72,27,2,85,17.54799576155953,30.03804963906443,21369,0.6412367067180961,0.527910366548609,-0.9471059458605577,0.28051021673448934
1,0.4498727667046262,72,29,2,55,16.722276838536015,29.862630641640603,7411,0.25233948726198807,-0.7020452690760364,-0.8892357253233621,0.2483631126080373
0,1.085825412795835,61,26,2,87,0.0,29.92175943568753,194,-0.8891929717715705,-0.8350423761690128,-0.48542628316081077,0.9659258262890684
1,0.19431236325051848,61,18,0,43,0.5943668346870313,29.936340837833004,9503,0.44485770300504796,0.707860187477125,0.4953370540175151,-0.9252576052734327
1,0.33798829879729353,58,29,1,47,10.415249381586815,29.856268068062107,4800,-0.5637689257156647,-0.5724426511662515,-0.9017023001173582,-0.5392831306697808
1,0.09679875507582206,74,27,1,43,0.0,29.875671138323103,23360,0.9895789856711154,-0.4885417800034043,-0.26397776912833815,-0.9004638853834004
0,0.8474871099249714,69,27,4,87,5.50289472965851,29.992565939272737,67,-0.2676892557246631,0.6261599498742725,0.9450555441724416,0.45518621722354374
0,0.8530198923744363,54,26,4,91,12.090229034445871,30.11413690332413,85,0.903504176587811,-0.17760898498306488,0.23383343601042086,0.5401484716489773
1,0.4908594776464362,56,29,2,68,23.322558877400905,30.08441798555423,4361,-0.21439090204312808,-0.3913752717283816,-0.9405020593812987,0.2641172491400186
1,0.3525511064692809,51,33,3,71,6.355412540873169,29.876676757658984,3749,-0.8798411785244311,0.931478483796385,0.9121444810547233,-0.43981435330064067
1,0.3802349833687174,66,29,1,84,6.1309691823629455,30.051497779554392,2343,0.3621114839935051,1.0,-0.2342435041510848,-0.5040323868103274
1,0.2509135027026187,75,28,2,50,19.208135909825227,29.80869196492161,7407,-0.8855988856580814,-0.06567821480284117,-0.921088220505801,0.3088570494370957
0,0.7536295815641152,67,30,1,82,5.321654387448394,29.94204099596967,0,-0.1722979918869877,-0.8864729424927278,-0.48447859675825206,0.9132151471510978
1,0.14710460846274145,63,31,3,85,9.81767143582648,29.916894647957417,21921,-0.2234427084145187,0.4456865617621704,0.4696370428126129,-0.2648309862676654
1,0.05245833423163457,55,29,3,84,0.30695150006274724,30.08566301007313,8388,0.8995225542230602,0.8858182521551085,-0.2291513271929036,-0.8528261577366449
1,0.11387745773026649,56,29,2,77,0.4852237512986373,30.033139107037425,21373,0.32447182161421506,0.9424559972387424,-0.2855310529600521,-0.8669376909661682
1,0.422299261736435,65,28,1,85,10.227449276362089,29.931761924180265,31874,0.9626603628861609,0.5702086401094354,0.8503788097716538,-0.9300753608231129
0,0.8498951466014637,59,29,3,80,3.220116789076827,29.97552261013493,0,-0.5526943931614159,0.644968304217008,0.8515247445953831,0.9659258262890684
1,0.050400916,64,28,3,68,0.0,29.734725649739396,36580,-0.4764134052448057,0.09079145951295324,-0.2721996268860968,-0.8982171815140195
1,0.12036435073537669,54,27,4,84,7.302712998336616,29.831446488995635,19793,0.5038137599530579,0.969793091478037,-0.20093361303364066,0.2531556557941879
0,0.7946610958512911,54,22,1,91,14.884613917151784,29.819663024337114,44,-0.7358180848389252,-0.8383358219277077,0.2365025921192733,0.941746838392331
0,0.7664316122090541,58,27,3,71,9.63516617278031,30.14078521114999,45,0.8359113366273682,1.0,0.8898375264667506,0.26905742561333135
0,1.1204066248994378,54,28,1,66,18.424621483664016,30.035404514650672,0,0.12389937412478629,1.0,0.23482194194397032,0.9515316963607733
1,0.3510417820703857,64,29,2,54,0.23332077413731384,29.97165801375068,9001,0.7746385867635748,0.5578346879149879,-0.24341251173571912,0.29594501753351393
0,0.8042243050559368,62,28,2,63,5.5757235310419935,29.852301252466845,370,0.9301023278412461,0.29293023290336256,-0.5167168006095605,0.85416656933942
1,0.4418708569097347,50,19,4,80,15.03546351376308,30.17130843259482,20381,0.3577056650423772,1.0,0.9309601569442278,-0.2969607132441645
0,1.141361257,61,28,1,65,6.411249660726576,29.936603592773125,0,-0.6790598930852269,1.0,0.28831712702244505,0.9067883696046982
1,0.11662572704797754,65,13,0,28,6.991658495585929,29.978731649445663,36580,0.9378346276945364,-0.5400751252627148,-0.2657019910133955,-0.9259085916725974
0,1.141361257,52,26,2,62,5.4494634445366215,30.038604692050825,91,-0.9138846792351268,0.7657333758575984,-0.5317353923936459,0.9659258262890684
0,1.1183508110277458,64,33,0,72,3.557270293749864,30.14429840434207,257,-0.3165116911414896,0.182511262864627,-0.5037732281268362,0.9429546039493845
0,0.5365041032881719,52,28,4,92,5.532119275270262,30.284583285757588,156,0.8705942881701267,1.0,0.8171706922788744,0.5166299583917586
0,0.7231441244177065,53,28,0,75,7.479548438767248,30.196886363142273,0,0.9997233381630924,-0.03535420491261042,0.23193142452585438,0.25296158107688616
0,1.1036037187287526,70,27,1,92,5.487586119274538,29.948163768518615,394,0.9518230507151202,0.9671634744215818,0.27890064465681397,0.9151849985868656
1,0.15939110748732715,55,8,4,86,5.93601458647051,30.31684624510012,0,0.3116954760799656,1.0,0.8788834808138551,-0.8522243280092232
1,0.08501052402236237,65,34,1,47,20.41851122475756,29.94544749191323,21691,0.11501903040268292,-0.1200252004040846,-0.9353176005475887,-0.5300973534854323
0,0.7683464922855736,60,27,4,82,12.956168867879603,30.065278940950552,592,0.48598191608963687,-0.3720196465750376,0.865912717517012,0.46139188575104434
0,0.7534615780518517,49,27,4,84,8.237982286354367,30.232534500547043,35,0.6262454713186701,1.0,0.7967617885357118,0.5229924797840421
0,1.0480922776627386,71,31,0,60,9.634353644378372,29.95192107924694,0,-0.17920645872175184,0.3228745585060222,0.25918039951533384,0.962224915564375
0,0.7391218480020488,69,28,2,67,6.284895205467557,30.027889942209693,497,0.6029417229141386,-0.9440647967772761,-0.5017783450197016,0.8951676276694795
0,1.024684306020056,61,28,1,58,5.697326059597676,29.953556812928316,126,-0.9537001692522727,0.03137935293245525,0.25086234103803967,0.9517263730498238
0,1.0713051071607806,46,27,0,76,14.726657601973873,30.16372292440106,0,-0.5692720464310316,0.19367625557849674,-0.5426371432083317,0.9260449975157248
1,0.5119442027166152,60,27,2,32,13.586490575885648,30.060368259090406,22845,0.9698775872949043,0.4233082493901373,-0.8867765179606223,0.27162970347898674
0,0.8716108506662952,58,14,0,75,0.0,30.127074775203052,0,-0.31751031809631663,0.6615602146676228,0.8759947376063341,0.9659258262890684
1,0.6475310386955638,58,29,0,40,4.946713168729582,29.89138635822698,2457,-0.9799898093061348,-0.4941565861656789,0.9117594790653408,0.5058034291286271
1,0.5359409298927774,78,28,2,87,20.107032067601168,29.87253090024682,10190,0.7702075905948094,-0.7740922087494386,0.9130674424344654,-0.49313215737935406
0,0.8047247207465329,51,3,4,93,0.0,30.24548918797029,0,0.6930535286204073,1.0,0.8988021203433133,0.5169086761706575
0,0.7524480024476524,52,28,3,95,21.62918939121329,30.214056796055253,208,0.25446958128284825,0.4043990454811351,0.9145613174652674,0.9659258262890684
0,0.652124203600074,55,27,4,91,5.120610285101455,29.94339509882119,239,-0.597794568382748,-0.32072821759039005,0.7643926678596107,0.5051644771094809
0,1.141361257,51,34,3,82,11.72260094088849,29.91513571113252,0,0.5014851868290437,0.755665134052596,0.9127898708547261,0.9316804938035014
0,1.0700936540976385,55,28,3,89,19.485379715835535,30.302133146241463,125,0.4561324616533345,-0.8610436362076056,-0.5197886338886338,0.8695712936146603
1,0.4616782973439219,52,28,3,88,0.31094883384737315,30.125971407699605,488,0.33865351764886625,-0.42833878864780817,0.5225201275078996,-0.8591252231836343
0,0.7665541093697278,50,29,1,82,6.3775021678699515,29.912743410205874,459,-0.8813182463146456,-0.8714856898785202,-0.5131649889557418,0.9470206700685352
1,0.6013045211471147,56,31,3,70,16.550804443517805,29.96109941136279,3198,0.9690481888739175,-0.9999629591162656,-0.9140287775990564,0.2848894106560725
1,0.45692159097035145,59,29,2,79,10.504558484248784,29.840490025568666,411,-0.953099797269765,0.045901930274752575,-0.9214593133217885,-0.5162434537306029
1,0.3010877435989049,68,15,1,81,0.04663698127675276,29.672679989397224,36580,-0.9830276197404668,-0.3314395308077312,0.9209701336759868,-0.5171915818435083
